FECHA,LIGA,LOCAL,VISITANTE,ODDS_REAL_SCORE,TOP1,TOP2,TOP3,TOP5,P_TOP1,ODDS_TOP1_HIT,ODDS_TOP3_HIT,ODDS_TOP5_HIT,CUOTA,CS001_ATTACK_EDGE,CS002_DOMINANCE,CS003_FORM_EDGE,CS004_SHOTS_EDGE,CS005_OVER_EDGE,CS006_BTTS_EDGE,CS007_AWAY_ATTACK_EDGE,CS007_HOME_ATTACK_EDGE,CS008_AWAY_GA_STD,CS008_AWAY_GF_STD,CS008_HOME_GA_STD,CS008_HOME_GF_STD,CS009_AWAY_TG0_RATE,CS009_AWAY_TG1_RATE,CS009_AWAY_TG2_RATE,CS009_AWAY_TG3_RATE,CS009_AWAY_TG4PLUS_RATE,CS009_HOME_TG0_RATE,CS009_HOME_TG1_RATE,CS009_HOME_TG2_RATE,CS009_HOME_TG3_RATE,CS009_HOME_TG4PLUS_RATE,CS010_AWAY_WIN10_RATE,CS010_AWAY_WIN20_RATE,CS010_AWAY_WIN21_RATE,CS010_AWAY_WINOTHER_RATE,CS010_HOME_WIN10_RATE,CS010_HOME_WIN20_RATE,CS010_HOME_WIN21_RATE,CS010_HOME_WINOTHER_RATE
2021-09-19,1º DIV ITALIA,VENEZIA,SPEZIA,1-2,1-0,2-0,1-1,"['1-0', '2-0', '1-1', '2-1', '3-0']",0.11715846961716678,False,False,False,12.0,-5.5,-4.8,-0.16666666666666666,-4.0,0.5,0.5,0.0,0.0,2.160246899469287,0.816496580927726,0.816496580927726,0.9428090415820634,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-09-19,1º DIV ITALIA,VERONA,ROMA,3-2,0-4,0-3,0-5,"['0-4', '0-3', '0-5', '0-2', '1-4']",0.09454149426293808,False,False,False,34.0,0.5,0.0,-1.0,-7.5,1.0,0.5,12.0,0.0,0.4714045207910317,0.816496580927726,0.9428090415820634,0.816496580927726,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0
2021-09-19,1º DIV ITALIA,EMPOLI,SAMPDORIA,0-3,0-1,0-0,0-2,"['0-1', '0-0', '0-2', '1-1', '1-0']",0.20408941472608222,False,False,False,29.0,3.5,1.5,-0.3333333333333333,2.5,0.5,0.5,0.0,0.0,0.816496580927726,0.9428090415820634,1.247219128924647,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2021-09-19,1º DIV ITALIA,JUVENTUS,MILAN,1-1,0-1,0-0,0-2,"['0-1', '0-0', '0-2', '0-3', '0-4']",0.36784516905711,False,False,False,7.5,0.0,0.40000000000000013,-1.0,2.0,0.0,0.0,1.0,0.0,0.4714045207910317,1.247219128924647,0.4714045207910317,0.816496580927726,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2021-09-19,1º DIV ITALIA,LAZIO,CAGLIARI,2-2,5-0,5-1,4-0,"['5-0', '5-1', '4-0', '4-1', '3-0']",0.06243319634299007,False,False,False,19.0,2.0,3.5999999999999996,1.0,8.0,1.0,1.0,1.0,24.0,0.816496580927726,0.4714045207910317,0.4714045207910317,2.449489742783178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-09-20,1º DIV ITALIA,UDINESE,NAPOLI,0-4,1-1,2-1,1-2,"['1-1', '2-1', '1-2', '2-2', '3-1']",0.08496297425445194,False,False,False,36.0,0.5,1.4999999999999996,-0.33333333333333337,0.0,1.0,0.75,2.0,2.5,0.4714045207910317,0.0,0.9428090415820634,0.816496580927726,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.0,0.0,0.5
2021-09-21,1º DIV ITALIA,BOLOGNA,GENOA,2-2,2-1,3-1,2-0,"['2-1', '3-1', '2-0', '1-1', '3-0']",0.08776457847006229,False,False,False,15.0,-1.5,-0.6999999999999997,0.5,1.5,0.75,0.5,1.5,6.0,0.8660254037844386,1.0897247358851685,2.449489742783178,1.0897247358851685,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
2021-09-21,1º DIV ITALIA,ATALANTA,SASSUOLO,2-1,1-1,1-2,0-1,"['1-1', '1-2', '0-1', '0-2', '2-1']",0.1109550556681879,False,False,True,8.5,-2.5,-2.2,-0.33333333333333337,-3.5,0.75,0.75,2.0,1.0,0.82915619758885,1.224744871391589,0.82915619758885,0.7071067811865476,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0
2021-09-21,1º DIV ITALIA,FIORENTINA,INTER,1-3,1-1,2-1,1-2,"['1-1', '2-1', '1-2', '2-2', '3-1']",0.077968723532137,False,False,False,15.0,-1.0,0.8000000000000003,0.33333333333333337,1.5,1.0,1.0,2.5,3.0,0.7071067811865476,1.479019945774904,0.8660254037844386,0.4330127018922193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2021-09-22,1º DIV ITALIA,CAGLIARI,EMPOLI,0-2,1-1,1-2,0-1,"['1-1', '1-2', '0-1', '0-2', '2-1']",0.11092505453495251,False,False,True,21.0,3.5,2.6999999999999997,-0.8333333333333334,3.5,0.5,0.5,2.5,0.0,1.224744871391589,0.4330127018922193,0.82915619758885,0.4330127018922193,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
